icd_code,icd_version,long_title
30233K0,10,"Transfusion of Autologous Frozen Plasma into Peripheral Vein, Percutaneous Approach"
30233K1,10,"Transfusion of Nonautologous Frozen Plasma into Peripheral Vein, Percutaneous Approach"
30233L0,10,"Transfusion of Autologous Fresh Plasma into Peripheral Vein, Percutaneous Approach"
30233L1,10,"Transfusion of Nonautologous Fresh Plasma into Peripheral Vein, Percutaneous Approach"
30233M0,10,"Transfusion of Autologous Plasma Cryoprecipitate into Peripheral Vein, Percutaneous Approach"
30233M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Peripheral Vein, Percutaneous Approach"
30233N0,10,"Transfusion of Autologous Red Blood Cells into Peripheral Vein, Percutaneous Approach"
30233N1,10,"Transfusion of Nonautologous Red Blood Cells into Peripheral Vein, Percutaneous Approach"
30233P0,10,"Transfusion of Autologous Frozen Red Cells into Peripheral Vein, Percutaneous Approach"
30233P1,10,"Transfusion of Nonautologous Frozen Red Cells into Peripheral Vein, Percutaneous Approach"
30233Q0,10,"Transfusion of Autologous White Cells into Peripheral Vein, Percutaneous Approach"
30233Q1,10,"Transfusion of Nonautologous White Cells into Peripheral Vein, Percutaneous Approach"
30233R0,10,"Transfusion of Autologous Platelets into Peripheral Vein, Percutaneous Approach"
30233R1,10,"Transfusion of Nonautologous Platelets into Peripheral Vein, Percutaneous Approach"
30233S0,10,"Transfusion of Autologous Globulin into Peripheral Vein, Percutaneous Approach"
30233S1,10,"Transfusion of Nonautologous Globulin into Peripheral Vein, Percutaneous Approach"
30233T0,10,"Transfusion of Autologous Fibrinogen into Peripheral Vein, Percutaneous Approach"
30233T1,10,"Transfusion of Nonautologous Fibrinogen into Peripheral Vein, Percutaneous Approach"
30233U2,10,"Transfusion of Allogeneic Related T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30233U3,10,"Transfusion of Allogeneic Unrelated T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30233U4,10,"Transfusion of Allogeneic Unspecified T-cell Depleted Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30233V0,10,"Transfusion of Autologous Antihemophilic Factors into Peripheral Vein, Percutaneous Approach"
30233V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Peripheral Vein, Percutaneous Approach"
30233W0,10,"Transfusion of Autologous Factor IX into Peripheral Vein, Percutaneous Approach"
30233W1,10,"Transfusion of Nonautologous Factor IX into Peripheral Vein, Percutaneous Approach"
30233X0,10,"Transfusion of Autologous Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach"
30233X1,10,"Transfusion of Nonautologous Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach"
30233X2,10,"Transfusion of Allogeneic Related Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach"
30233X3,10,"Transfusion of Allogeneic Unrelated Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach"
30233X4,10,"Transfusion of Allogeneic Unspecified Cord Blood Stem Cells into Peripheral Vein, Percutaneous Approach"
30233Y0,10,"Transfusion of Autologous Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30233Y1,10,"Transfusion of Nonautologous Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30233Y2,10,"Transfusion of Allogeneic Related Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30233Y3,10,"Transfusion of Allogeneic Unrelated Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30233Y4,10,"Transfusion of Allogeneic Unspecified Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach"
30240AZ,10,"Transfusion of Embryonic Stem Cells into Central Vein, Open Approach"
30240C0,10,"Transfusion of Autologous Hematopoietic Stem/Progenitor Cells, Genetically Modified into Central Vein, Open Approach"
30240G0,10,"Transfusion of Autologous Bone Marrow into Central Vein, Open Approach"
30240G1,10,"Transfusion of Nonautologous Bone Marrow into Central Vein, Open Approach"
30240G2,10,"Transfusion of Allogeneic Related Bone Marrow into Central Vein, Open Approach"
30240G3,10,"Transfusion of Allogeneic Unrelated Bone Marrow into Central Vein, Open Approach"
30240G4,10,"Transfusion of Allogeneic Unspecified Bone Marrow into Central Vein, Open Approach"
30240H0,10,"Transfusion of Autologous Whole Blood into Central Vein, Open Approach"
30240H1,10,"Transfusion of Nonautologous Whole Blood into Central Vein, Open Approach"
30240J0,10,"Transfusion of Autologous Serum Albumin into Central Vein, Open Approach"
30240J1,10,"Transfusion of Nonautologous Serum Albumin into Central Vein, Open Approach"
30240K0,10,"Transfusion of Autologous Frozen Plasma into Central Vein, Open Approach"
30240K1,10,"Transfusion of Nonautologous Frozen Plasma into Central Vein, Open Approach"
30240L0,10,"Transfusion of Autologous Fresh Plasma into Central Vein, Open Approach"
30240L1,10,"Transfusion of Nonautologous Fresh Plasma into Central Vein, Open Approach"
30240M0,10,"Transfusion of Autologous Plasma Cryoprecipitate into Central Vein, Open Approach"
30240M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Central Vein, Open Approach"
30240N0,10,"Transfusion of Autologous Red Blood Cells into Central Vein, Open Approach"
30240N1,10,"Transfusion of Nonautologous Red Blood Cells into Central Vein, Open Approach"
30240P0,10,"Transfusion of Autologous Frozen Red Cells into Central Vein, Open Approach"
30240P1,10,"Transfusion of Nonautologous Frozen Red Cells into Central Vein, Open Approach"
30240Q0,10,"Transfusion of Autologous White Cells into Central Vein, Open Approach"
30240Q1,10,"Transfusion of Nonautologous White Cells into Central Vein, Open Approach"
30240R0,10,"Transfusion of Autologous Platelets into Central Vein, Open Approach"
30240R1,10,"Transfusion of Nonautologous Platelets into Central Vein, Open Approach"
30240S0,10,"Transfusion of Autologous Globulin into Central Vein, Open Approach"
30240S1,10,"Transfusion of Nonautologous Globulin into Central Vein, Open Approach"
30240T0,10,"Transfusion of Autologous Fibrinogen into Central Vein, Open Approach"
30240T1,10,"Transfusion of Nonautologous Fibrinogen into Central Vein, Open Approach"
30240U2,10,"Transfusion of Allogeneic Related T-cell Depleted Hematopoietic Stem Cells into Central Vein, Open Approach"
30240U3,10,"Transfusion of Allogeneic Unrelated T-cell Depleted Hematopoietic Stem Cells into Central Vein, Open Approach"
30240U4,10,"Transfusion of Allogeneic Unspecified T-cell Depleted Hematopoietic Stem Cells into Central Vein, Open Approach"
30240V0,10,"Transfusion of Autologous Antihemophilic Factors into Central Vein, Open Approach"
30240V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Central Vein, Open Approach"
30240W0,10,"Transfusion of Autologous Factor IX into Central Vein, Open Approach"
30240W1,10,"Transfusion of Nonautologous Factor IX into Central Vein, Open Approach"
30240X0,10,"Transfusion of Autologous Cord Blood Stem Cells into Central Vein, Open Approach"
30240X1,10,"Transfusion of Nonautologous Cord Blood Stem Cells into Central Vein, Open Approach"
30240X2,10,"Transfusion of Allogeneic Related Cord Blood Stem Cells into Central Vein, Open Approach"
30240X3,10,"Transfusion of Allogeneic Unrelated Cord Blood Stem Cells into Central Vein, Open Approach"
30240X4,10,"Transfusion of Allogeneic Unspecified Cord Blood Stem Cells into Central Vein, Open Approach"
30240Y0,10,"Transfusion of Autologous Hematopoietic Stem Cells into Central Vein, Open Approach"
30240Y1,10,"Transfusion of Nonautologous Hematopoietic Stem Cells into Central Vein, Open Approach"
30240Y2,10,"Transfusion of Allogeneic Related Hematopoietic Stem Cells into Central Vein, Open Approach"
30240Y3,10,"Transfusion of Allogeneic Unrelated Hematopoietic Stem Cells into Central Vein, Open Approach"
30240Y4,10,"Transfusion of Allogeneic Unspecified Hematopoietic Stem Cells into Central Vein, Open Approach"
30243AZ,10,"Transfusion of Embryonic Stem Cells into Central Vein, Percutaneous Approach"
30243C0,10,"Transfusion of Autologous Hematopoietic Stem/Progenitor Cells, Genetically Modified into Central Vein, Percutaneous Approach"
30243D1,10,"Transfusion of Nonautologous Pathogen Reduced Cryoprecipitated Fibrinogen Complex into Central Vein, Percutaneous Approach"
30243G0,10,"Transfusion of Autologous Bone Marrow into Central Vein, Percutaneous Approach"
30243G1,10,"Transfusion of Nonautologous Bone Marrow into Central Vein, Percutaneous Approach"
30243G2,10,"Transfusion of Allogeneic Related Bone Marrow into Central Vein, Percutaneous Approach"
30243G3,10,"Transfusion of Allogeneic Unrelated Bone Marrow into Central Vein, Percutaneous Approach"
30243G4,10,"Transfusion of Allogeneic Unspecified Bone Marrow into Central Vein, Percutaneous Approach"
30243H0,10,"Transfusion of Autologous Whole Blood into Central Vein, Percutaneous Approach"
30243H1,10,"Transfusion of Nonautologous Whole Blood into Central Vein, Percutaneous Approach"
30243J0,10,"Transfusion of Autologous Serum Albumin into Central Vein, Percutaneous Approach"
30243J1,10,"Transfusion of Nonautologous Serum Albumin into Central Vein, Percutaneous Approach"
30243K0,10,"Transfusion of Autologous Frozen Plasma into Central Vein, Percutaneous Approach"
30243K1,10,"Transfusion of Nonautologous Frozen Plasma into Central Vein, Percutaneous Approach"
30243L0,10,"Transfusion of Autologous Fresh Plasma into Central Vein, Percutaneous Approach"
30243L1,10,"Transfusion of Nonautologous Fresh Plasma into Central Vein, Percutaneous Approach"
30243M0,10,"Transfusion of Autologous Plasma Cryoprecipitate into Central Vein, Percutaneous Approach"
30243M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Central Vein, Percutaneous Approach"
30243N0,10,"Transfusion of Autologous Red Blood Cells into Central Vein, Percutaneous Approach"
30243N1,10,"Transfusion of Nonautologous Red Blood Cells into Central Vein, Percutaneous Approach"
30243P0,10,"Transfusion of Autologous Frozen Red Cells into Central Vein, Percutaneous Approach"
30243P1,10,"Transfusion of Nonautologous Frozen Red Cells into Central Vein, Percutaneous Approach"
30243Q0,10,"Transfusion of Autologous White Cells into Central Vein, Percutaneous Approach"
30243Q1,10,"Transfusion of Nonautologous White Cells into Central Vein, Percutaneous Approach"
30243R0,10,"Transfusion of Autologous Platelets into Central Vein, Percutaneous Approach"
30243R1,10,"Transfusion of Nonautologous Platelets into Central Vein, Percutaneous Approach"
30243S0,10,"Transfusion of Autologous Globulin into Central Vein, Percutaneous Approach"
30243S1,10,"Transfusion of Nonautologous Globulin into Central Vein, Percutaneous Approach"
30243T0,10,"Transfusion of Autologous Fibrinogen into Central Vein, Percutaneous Approach"
30243T1,10,"Transfusion of Nonautologous Fibrinogen into Central Vein, Percutaneous Approach"
30243U2,10,"Transfusion of Allogeneic Related T-cell Depleted Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30243U3,10,"Transfusion of Allogeneic Unrelated T-cell Depleted Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30243U4,10,"Transfusion of Allogeneic Unspecified T-cell Depleted Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30243V0,10,"Transfusion of Autologous Antihemophilic Factors into Central Vein, Percutaneous Approach"
30243V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Central Vein, Percutaneous Approach"
30243W0,10,"Transfusion of Autologous Factor IX into Central Vein, Percutaneous Approach"
30243W1,10,"Transfusion of Nonautologous Factor IX into Central Vein, Percutaneous Approach"
30243X0,10,"Transfusion of Autologous Cord Blood Stem Cells into Central Vein, Percutaneous Approach"
30243X1,10,"Transfusion of Nonautologous Cord Blood Stem Cells into Central Vein, Percutaneous Approach"
30243X2,10,"Transfusion of Allogeneic Related Cord Blood Stem Cells into Central Vein, Percutaneous Approach"
30243X3,10,"Transfusion of Allogeneic Unrelated Cord Blood Stem Cells into Central Vein, Percutaneous Approach"
30243X4,10,"Transfusion of Allogeneic Unspecified Cord Blood Stem Cells into Central Vein, Percutaneous Approach"
30243Y0,10,"Transfusion of Autologous Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30243Y1,10,"Transfusion of Nonautologous Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30243Y2,10,"Transfusion of Allogeneic Related Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30243Y3,10,"Transfusion of Allogeneic Unrelated Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30243Y4,10,"Transfusion of Allogeneic Unspecified Hematopoietic Stem Cells into Central Vein, Percutaneous Approach"
30250G0,10,"Transfusion of Autologous Bone Marrow into Peripheral Artery, Open Approach"
30250G1,10,"Transfusion of Nonautologous Bone Marrow into Peripheral Artery, Open Approach"
30250H0,10,"Transfusion of Autologous Whole Blood into Peripheral Artery, Open Approach"
30250H1,10,"Transfusion of Nonautologous Whole Blood into Peripheral Artery, Open Approach"
30250J0,10,"Transfusion of Autologous Serum Albumin into Peripheral Artery, Open Approach"
30250J1,10,"Transfusion of Nonautologous Serum Albumin into Peripheral Artery, Open Approach"
30250K0,10,"Transfusion of Autologous Frozen Plasma into Peripheral Artery, Open Approach"
30250K1,10,"Transfusion of Nonautologous Frozen Plasma into Peripheral Artery, Open Approach"
30250L0,10,"Transfusion of Autologous Fresh Plasma into Peripheral Artery, Open Approach"
30250L1,10,"Transfusion of Nonautologous Fresh Plasma into Peripheral Artery, Open Approach"
30250M0,10,"Transfusion of Autologous Plasma Cryoprecipitate into Peripheral Artery, Open Approach"
30250M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Peripheral Artery, Open Approach"
30250N0,10,"Transfusion of Autologous Red Blood Cells into Peripheral Artery, Open Approach"
30250N1,10,"Transfusion of Nonautologous Red Blood Cells into Peripheral Artery, Open Approach"
30250P0,10,"Transfusion of Autologous Frozen Red Cells into Peripheral Artery, Open Approach"
30250P1,10,"Transfusion of Nonautologous Frozen Red Cells into Peripheral Artery, Open Approach"
30250Q0,10,"Transfusion of Autologous White Cells into Peripheral Artery, Open Approach"
30250Q1,10,"Transfusion of Nonautologous White Cells into Peripheral Artery, Open Approach"
30250R0,10,"Transfusion of Autologous Platelets into Peripheral Artery, Open Approach"
30250R1,10,"Transfusion of Nonautologous Platelets into Peripheral Artery, Open Approach"
30250S0,10,"Transfusion of Autologous Globulin into Peripheral Artery, Open Approach"
30250S1,10,"Transfusion of Nonautologous Globulin into Peripheral Artery, Open Approach"
30250T0,10,"Transfusion of Autologous Fibrinogen into Peripheral Artery, Open Approach"
30250T1,10,"Transfusion of Nonautologous Fibrinogen into Peripheral Artery, Open Approach"
30250V0,10,"Transfusion of Autologous Antihemophilic Factors into Peripheral Artery, Open Approach"
30250V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Peripheral Artery, Open Approach"
30250W0,10,"Transfusion of Autologous Factor IX into Peripheral Artery, Open Approach"
30250W1,10,"Transfusion of Nonautologous Factor IX into Peripheral Artery, Open Approach"
30250X0,10,"Transfusion of Autologous Cord Blood Stem Cells into Peripheral Artery, Open Approach"
30250X1,10,"Transfusion of Nonautologous Cord Blood Stem Cells into Peripheral Artery, Open Approach"
30250Y0,10,"Transfusion of Autologous Hematopoietic Stem Cells into Peripheral Artery, Open Approach"
30250Y1,10,"Transfusion of Nonautologous Hematopoietic Stem Cells into Peripheral Artery, Open Approach"
30253G0,10,"Transfusion of Autologous Bone Marrow into Peripheral Artery, Percutaneous Approach"
30253G1,10,"Transfusion of Nonautologous Bone Marrow into Peripheral Artery, Percutaneous Approach"
30253H0,10,"Transfusion of Autologous Whole Blood into Peripheral Artery, Percutaneous Approach"
30253H1,10,"Transfusion of Nonautologous Whole Blood into Peripheral Artery, Percutaneous Approach"
30253J0,10,"Transfusion of Autologous Serum Albumin into Peripheral Artery, Percutaneous Approach"
30253J1,10,"Transfusion of Nonautologous Serum Albumin into Peripheral Artery, Percutaneous Approach"
30253K0,10,"Transfusion of Autologous Frozen Plasma into Peripheral Artery, Percutaneous Approach"
30253K1,10,"Transfusion of Nonautologous Frozen Plasma into Peripheral Artery, Percutaneous Approach"
30253L0,10,"Transfusion of Autologous Fresh Plasma into Peripheral Artery, Percutaneous Approach"
30253L1,10,"Transfusion of Nonautologous Fresh Plasma into Peripheral Artery, Percutaneous Approach"
30253M0,10,"Transfusion of Autologous Plasma Cryoprecipitate into Peripheral Artery, Percutaneous Approach"
30253M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Peripheral Artery, Percutaneous Approach"
30253N0,10,"Transfusion of Autologous Red Blood Cells into Peripheral Artery, Percutaneous Approach"
30253N1,10,"Transfusion of Nonautologous Red Blood Cells into Peripheral Artery, Percutaneous Approach"
30253P0,10,"Transfusion of Autologous Frozen Red Cells into Peripheral Artery, Percutaneous Approach"
30253P1,10,"Transfusion of Nonautologous Frozen Red Cells into Peripheral Artery, Percutaneous Approach"
30253Q0,10,"Transfusion of Autologous White Cells into Peripheral Artery, Percutaneous Approach"
30253Q1,10,"Transfusion of Nonautologous White Cells into Peripheral Artery, Percutaneous Approach"
30253R0,10,"Transfusion of Autologous Platelets into Peripheral Artery, Percutaneous Approach"
30253R1,10,"Transfusion of Nonautologous Platelets into Peripheral Artery, Percutaneous Approach"
30253S0,10,"Transfusion of Autologous Globulin into Peripheral Artery, Percutaneous Approach"
30253S1,10,"Transfusion of Nonautologous Globulin into Peripheral Artery, Percutaneous Approach"
30253T0,10,"Transfusion of Autologous Fibrinogen into Peripheral Artery, Percutaneous Approach"
30253T1,10,"Transfusion of Nonautologous Fibrinogen into Peripheral Artery, Percutaneous Approach"
30253V0,10,"Transfusion of Autologous Antihemophilic Factors into Peripheral Artery, Percutaneous Approach"
30253V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Peripheral Artery, Percutaneous Approach"
30253W0,10,"Transfusion of Autologous Factor IX into Peripheral Artery, Percutaneous Approach"
30253W1,10,"Transfusion of Nonautologous Factor IX into Peripheral Artery, Percutaneous Approach"
30253X0,10,"Transfusion of Autologous Cord Blood Stem Cells into Peripheral Artery, Percutaneous Approach"
30253X1,10,"Transfusion of Nonautologous Cord Blood Stem Cells into Peripheral Artery, Percutaneous Approach"
30253Y0,10,"Transfusion of Autologous Hematopoietic Stem Cells into Peripheral Artery, Percutaneous Approach"
30253Y1,10,"Transfusion of Nonautologous Hematopoietic Stem Cells into Peripheral Artery, Percutaneous Approach"
30260G0,10,"Transfusion of Autologous Bone Marrow into Central Artery, Open Approach"
30260G1,10,"Transfusion of Nonautologous Bone Marrow into Central Artery, Open Approach"
30260H0,10,"Transfusion of Autologous Whole Blood into Central Artery, Open Approach"
30260H1,10,"Transfusion of Nonautologous Whole Blood into Central Artery, Open Approach"
30260J0,10,"Transfusion of Autologous Serum Albumin into Central Artery, Open Approach"
30260J1,10,"Transfusion of Nonautologous Serum Albumin into Central Artery, Open Approach"
30260K0,10,"Transfusion of Autologous Frozen Plasma into Central Artery, Open Approach"
30260K1,10,"Transfusion of Nonautologous Frozen Plasma into Central Artery, Open Approach"
30260L0,10,"Transfusion of Autologous Fresh Plasma into Central Artery, Open Approach"
30260L1,10,"Transfusion of Nonautologous Fresh Plasma into Central Artery, Open Approach"
30260M0,10,"Transfusion of Autologous Plasma Cryoprecipitate into Central Artery, Open Approach"
30260M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Central Artery, Open Approach"
30260N0,10,"Transfusion of Autologous Red Blood Cells into Central Artery, Open Approach"
30260N1,10,"Transfusion of Nonautologous Red Blood Cells into Central Artery, Open Approach"
30260P0,10,"Transfusion of Autologous Frozen Red Cells into Central Artery, Open Approach"
30260P1,10,"Transfusion of Nonautologous Frozen Red Cells into Central Artery, Open Approach"
30260Q0,10,"Transfusion of Autologous White Cells into Central Artery, Open Approach"
30260Q1,10,"Transfusion of Nonautologous White Cells into Central Artery, Open Approach"
30260R0,10,"Transfusion of Autologous Platelets into Central Artery, Open Approach"
30260R1,10,"Transfusion of Nonautologous Platelets into Central Artery, Open Approach"
30260S0,10,"Transfusion of Autologous Globulin into Central Artery, Open Approach"
30260S1,10,"Transfusion of Nonautologous Globulin into Central Artery, Open Approach"
30260T0,10,"Transfusion of Autologous Fibrinogen into Central Artery, Open Approach"
30260T1,10,"Transfusion of Nonautologous Fibrinogen into Central Artery, Open Approach"
30260V0,10,"Transfusion of Autologous Antihemophilic Factors into Central Artery, Open Approach"
30260V1,10,"Transfusion of Nonautologous Antihemophilic Factors into Central Artery, Open Approach"
30260W0,10,"Transfusion of Autologous Factor IX into Central Artery, Open Approach"
30260W1,10,"Transfusion of Nonautologous Factor IX into Central Artery, Open Approach"
30260X0,10,"Transfusion of Autologous Cord Blood Stem Cells into Central Artery, Open Approach"
30260X1,10,"Transfusion of Nonautologous Cord Blood Stem Cells into Central Artery, Open Approach"
30260Y0,10,"Transfusion of Autologous Hematopoietic Stem Cells into Central Artery, Open Approach"
30260Y1,10,"Transfusion of Nonautologous Hematopoietic Stem Cells into Central Artery, Open Approach"
30263G0,10,"Transfusion of Autologous Bone Marrow into Central Artery, Percutaneous Approach"
30263G1,10,"Transfusion of Nonautologous Bone Marrow into Central Artery, Percutaneous Approach"
30263H0,10,"Transfusion of Autologous Whole Blood into Central Artery, Percutaneous Approach"
30263H1,10,"Transfusion of Nonautologous Whole Blood into Central Artery, Percutaneous Approach"
30263J0,10,"Transfusion of Autologous Serum Albumin into Central Artery, Percutaneous Approach"
30263J1,10,"Transfusion of Nonautologous Serum Albumin into Central Artery, Percutaneous Approach"
30263K0,10,"Transfusion of Autologous Frozen Plasma into Central Artery, Percutaneous Approach"
30263K1,10,"Transfusion of Nonautologous Frozen Plasma into Central Artery, Percutaneous Approach"
30263L0,10,"Transfusion of Autologous Fresh Plasma into Central Artery, Percutaneous Approach"
30263L1,10,"Transfusion of Nonautologous Fresh Plasma into Central Artery, Percutaneous Approach"
30263M0,10,"Transfusion of Autologous Plasma Cryoprecipitate into Central Artery, Percutaneous Approach"
30263M1,10,"Transfusion of Nonautologous Plasma Cryoprecipitate into Central Artery, Percutaneous Approach"
30263N0,10,"Transfusion of Autologous Red Blood Cells into Central Artery, Percutaneous Approach"
30263N1,10,"Transfusion of Nonautologous Red Blood Cells into Central Artery, Percutaneous Approach"
30263P0,10,"Transfusion of Autologous Frozen Red Cells into Central Artery, Percutaneous Approach"
30263P1,10,"Transfusion of Nonautologous Frozen Red Cells into Central Artery, Percutaneous Approach"
30263Q0,10,"Transfusion of Autologous White Cells into Central Artery, Percutaneous Approach"
30263Q1,10,"Transfusion of Nonautologous White Cells into Central Artery, Percutaneous Approach"
